STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
545110,99999, 20170419,   50.4,24,   37.2,24, 9999.9, 0, 9999.9, 0,   6.5, 5,   3.5,24,   7.8, 999.9,   59.5*,  37.4*,99.99 ,999.9, 010000,
545110,99999, 20170420,   60.7,24,   29.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.4,24,  15.5,  27.2,   73.6*,  42.1 , 0.00I,999.9, 000000,
545110,99999, 20170421,   62.0,24,   31.6,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.3,24,  13.6,  21.4,   73.4*,  39.2*, 0.00I,999.9, 000000,
545110,99999, 20170422,   68.8,24,   30.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.0,24,  19.4,  27.2,   80.6*,  49.1 , 0.00I,999.9, 000000,
545110,99999, 20170423,   62.3,24,   32.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.9,24,  15.5, 999.9,   77.0*,  44.6*, 0.00I,999.9, 000000,
545110,99999, 20170424,   63.2,24,    9.3,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.3,24,  25.3,  35.0,   73.4*,  50.0*, 0.00I,999.9, 000000,
545110,99999, 20170425,   56.3,24,   21.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.5,24,   9.7, 999.9,   68.2*,  42.8*, 0.00I,999.9, 000000,
545110,99999, 20170426,   66.0,24,   17.8,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   9.1,24,  15.5,  23.3,   75.2*,  45.7*, 0.00I,999.9, 000000,
545110,99999, 20170427,   74.1,24,   13.8,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.8,24,  21.4,  29.1,   86.0*,  45.0 , 0.00I,999.9, 000000,
545110,99999, 20170428,   77.5,24,   28.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.4,24,  17.5,  29.1,   89.6*,  53.6*, 0.00I,999.9, 000000,
545110,99999, 20170429,   78.0,24,   38.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.3,24,  19.4,  29.1,   95.0*,  53.6*, 0.00I,999.9, 000000,
545110,99999, 20170430,   69.8,24,   33.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.2,24,  11.7,  23.3,   86.0*,  48.2*, 0.00I,999.9, 000000,
545110,99999, 20170501,   67.8,24,   35.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.8,24,   7.8, 999.9,   80.6*,  51.8*, 0.00I,999.9, 000000,
545110,99999, 20170502,   73.3,24,   48.1,24, 9999.9, 0, 9999.9, 0,   4.6, 7,   5.7,24,   9.7, 999.9,   84.2*,  56.3 , 0.00I,999.9, 000000,
545110,99999, 20170503,   68.9,24,   49.2,24, 9999.9, 0, 9999.9, 0,   4.1,15,   7.2,24,  15.5,  17.5,   80.6*,  59.0*, 0.01G,999.9, 010000,
545110,99999, 20170504,   70.3,24,   27.1,24, 9999.9, 0, 9999.9, 0,   1.8,24,   9.0,24,  33.0,  48.6,   77.0*,  60.6 , 0.01E,999.9, 000000,
545110,99999, 20170505,   60.4,24,   15.8,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.7,24,  36.9,  52.4,   69.8*,  44.6*, 0.00I,999.9, 000000,
545110,99999, 20170506,   69.3,24,   31.2,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.4,24,  19.4,  31.1,   86.0*,  46.4*, 0.00I,999.9, 000000,
545110,99999, 20170507,   75.0,24,   37.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.3,24,  15.5,  19.4,   89.6*,  53.6*, 0.00I,999.9, 000000,
545110,99999, 20170508,   74.4,24,   44.9,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.9,24,   9.7,  13.6,   86.0*,  58.5 , 0.00I,999.9, 000000,
545110,99999, 20170509,   69.8,24,   49.2,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.1,24,  13.6,  23.3,   84.2*,  55.4*, 0.00I,999.9, 000000,
545110,99999, 20170510,   74.5,24,   44.6,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.2,24,  17.5,  25.3,   91.4*,  51.8*, 0.00I,999.9, 000000,
545110,99999, 20170511,   70.4,24,   20.8,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.6,24,  27.2,  40.8,   87.8*,  46.4*, 0.00I,999.9, 000000,
545110,99999, 20170512,   72.4,24,   26.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  10.0,24,  27.2,  36.9,   84.2*,  53.6*, 0.00I,999.9, 000000,
545110,99999, 20170513,   74.1,24,   32.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,  12.1,24,  23.3,  33.0,   84.2*,  57.7 , 0.00I,999.9, 000000,
545110,99999, 20170514,   71.4,24,   35.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.3,24,   9.7, 999.9,   82.4*,  53.6*, 0.00I,999.9, 000000,
545110,99999, 20170515,   72.3,24,   37.8,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.7,24,  11.7, 999.9,   82.4*,  57.2*, 0.00I,999.9, 000000,
545110,99999, 20170516,   77.2,24,   48.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.2,24,  11.7,  33.0,   89.6*,  60.8*, 0.00I,999.9, 000000,
545110,99999, 20170517,   77.6,24,   57.6,24, 9999.9, 0, 9999.9, 0,   5.1, 5,   3.9,24,   7.8, 999.9,   89.6*,  62.6*, 0.00I,999.9, 000000,
545110,99999, 20170518,   83.8,24,   61.4,24, 9999.9, 0, 9999.9, 0,   4.0,11,   5.3,24,  11.7,  15.5,   96.8*,  67.5 , 0.00I,999.9, 000000,
545110,99999, 20170519,   84.2,24,   59.5,24, 9999.9, 0, 9999.9, 0,   3.5, 8,   6.8,24,  13.6,  21.4,   98.6*,  68.0*, 0.00I,999.9, 000000,
545110,99999, 20170520,   82.4,24,   58.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.3,24,  11.7,  21.4,   95.0*,  67.8*, 0.03G,999.9, 000000,
545110,99999, 20170521,   74.9,24,   56.2,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.4,24,  13.6, 999.9,   84.2*,  64.4*,99.99 ,999.9, 010000,
545110,99999, 20170522,   60.7,24,   57.9,24, 9999.9, 0, 9999.9, 0,   3.7, 8,   4.6,24,   9.7, 999.9,   66.2*,  53.6*, 1.15G,999.9, 010000,
545110,99999, 20170523,   72.7,24,   47.4,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.2,24,  13.6,  25.3,   87.8*,  55.4*, 0.00I,999.9, 000000,
545110,99999, 20170524,   79.8,24,   42.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.9,24,  17.5,  25.3,   93.2*,  56.5 , 0.00I,999.9, 000000,
545110,99999, 20170525,   73.3,24,   48.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   8.3,24,  13.6, 999.9,   86.0*,  57.2*, 0.00I,999.9, 000000,
545110,99999, 20170526,   72.8,24,   49.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.4,24,   7.8,  17.5,   84.2*,  58.5 , 0.00I,999.9, 000000,
545110,99999, 20170527,   76.4,24,   55.6,24, 9999.9, 0, 9999.9, 0,   4.3,12,   4.7,24,   7.8, 999.9,   86.9*,  64.4 , 0.00I,999.9, 000000,
545110,99999, 20170528,   84.9,24,   58.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.9,24,  17.5,  29.1,   98.6*,  68.5 ,99.99 ,999.9, 010000,
545110,99999, 20170529,   70.0,24,   56.2,24, 9999.9, 0, 9999.9, 0,   7.1, 9,   4.6,24,   7.8, 999.9,   77.0*,  64.4*,99.99 ,999.9, 010010,
545110,99999, 20170530,   70.6,24,   60.1,24, 9999.9, 0, 9999.9, 0,   3.0, 7,   3.8,24,   7.8,  15.5,   82.4*,  60.8*, 0.04G,999.9, 010000,
545110,99999, 20170531,   77.7,24,   56.1,24, 9999.9, 0, 9999.9, 0,   3.0, 6,   6.1,24,  13.6,  23.3,   93.2*,  59.0*, 0.00G,999.9, 000000,
545110,99999, 20170601,   77.7,24,   42.8,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.3,24,  11.7, 999.9,   87.8*,  61.2 , 0.00G,999.9, 010000,
545110,99999, 20170602,   63.5,24,   46.6,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.9,24,  11.7,  19.4,   71.6*,  51.8*,99.99 ,999.9, 010000,
545110,99999, 20170603,   71.8,24,   45.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.3,24,   9.7,  23.3,   82.4*,  54.7 , 0.00I,999.9, 000000,
545110,99999, 20170604,   77.4,24,   48.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.2,24,   9.7,  17.5,   91.4*,  59.7 , 0.00I,999.9, 000000,
545110,99999, 20170605,   75.6,24,   52.5,24, 9999.9, 0, 9999.9, 0,   5.5,12,   5.1,24,  15.5,  25.3,   84.4*,  60.8*, 0.11G,999.9, 010000,
545110,99999, 20170606,   62.4,24,   57.4,24, 9999.9, 0, 9999.9, 0,   4.5,17,   3.3,24,   5.8,  13.6,   67.1*,  58.5*, 0.02G,999.9, 010000,
545110,99999, 20170607,   74.7,24,   52.7,24, 9999.9, 0, 9999.9, 0,   4.0, 6,   4.6,24,  13.6,  27.2,   89.6*,  57.2*, 0.02G,999.9, 010000,
545110,99999, 20170608,   77.3,24,   50.5,24, 9999.9, 0, 9999.9, 0,   7.0, 4,   4.9,24,  17.5,  19.4,   95.0*,  59.0*, 0.01G,999.9, 010000,
545110,99999, 20170609,   82.5,24,   46.7,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.9,24,  17.5,  29.1,  102.2*,  62.6*, 0.00I,999.9, 000000,
545110,99999, 20170610,   74.2,24,   37.6,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.1,24,  11.7,  19.4,   86.0*,  59.0*, 0.00I,999.9, 000000,
545110,99999, 20170611,   75.0,24,   41.9,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   4.3,24,   9.7, 999.9,   86.0*,  60.1 , 0.02G,999.9, 010000,
545110,99999, 20170612,   73.2,24,   48.1,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.4,24,   9.7, 999.9,   80.1*,  66.2*,99.99 ,999.9, 010000,
545110,99999, 20170613,   71.5,24,   54.9,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.4,24,   9.7,  19.4,   80.6*,  60.8*, 0.42G,999.9, 010000,
545110,99999, 20170614,   83.5,24,   49.9,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.1,24,  11.7,  25.3,   98.6*,  61.0 , 0.00I,999.9, 000000,
545110,99999, 20170615,   88.1,24,   50.6,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   6.2,24,  13.6,  19.4,  102.2*,  66.2 , 0.00I,999.9, 000000,
545110,99999, 20170616,   89.1,24,   51.5,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   7.9,24,  15.5,  23.3,  102.2*,  74.3 , 0.00I,999.9, 000000,
545110,99999, 20170617,   87.3,24,   55.1,24, 9999.9, 0, 9999.9, 0,   4.9, 6,   7.6,24,  13.6, 999.9,   96.8*,  74.8 , 0.00I,999.9, 000000,
545110,99999, 20170618,   80.3,24,   60.8,24, 9999.9, 0, 9999.9, 0,   5.9, 6,   7.5,24,  13.6,  23.3,   95.0*,  68.0*, 0.02G,999.9, 010010,
545110,99999, 20170619,   82.9,24,   56.7,24, 9999.9, 0, 9999.9, 0,   6.5, 4,   5.8,24,  13.6,  19.4,   96.8*,  68.0*, 0.00I,999.9, 000000,
545110,99999, 20170620,   83.1,24,   59.0,24, 9999.9, 0, 9999.9, 0, 999.9, 0,   5.3,24,   7.8,  19.4,   93.2*,  69.8 , 0.00I,999.9, 000000,
545110,99999, 20170621,   78.3,24,   63.9,24, 9999.9, 0, 9999.9, 0,   5.9,12,   5.3,24,  17.5,  27.2,   89.6*,  68.0*, 0.04G,999.9, 010010,
545110,99999, 20170622,   68.3,24,   66.2,24, 9999.9, 0, 9999.9, 0,   3.2,24,   4.4,24,  17.5, 999.9,   71.8*,  65.5*, 2.50G,999.9, 010010,
545110,99999, 20170623,   66.9,24,   64.8,24, 9999.9, 0, 9999.9, 0,   5.8,24,   5.0,24,   9.7, 999.9,   70.5*,  64.4*, 1.57G,999.9, 010010,
545110,99999, 20170624,   72.3,24,   63.1,24, 9999.9, 0, 9999.9, 0,   6.3, 6,   4.9,24,   9.7, 999.9,   80.6*,  62.6*, 1.04G,999.9, 000000,
545110,99999, 20170625,   76.2,24,   63.8,24, 9999.9, 0, 9999.9, 0,   5.7, 5,   5.7,24,  11.7, 999.9,   88.2*,  64.2 , 0.00G,999.9, 010010,
545110,99999, 20170626,   84.0,23,   63.7,23, 9999.9, 0, 9999.9, 0,   5.2, 7,   4.3,23,   9.7, 999.9,   95.0*,  67.6 , 0.00I,999.9, 000000,
545110,99999, 20170627,   82.9,24,   67.7,24, 9999.9, 0, 9999.9, 0,   3.6,15,   4.9,24,   9.7,  17.5,   95.0*,  73.2 , 0.00I,999.9, 000000,
545110,99999, 20170628,   83.7,24,   70.0,24, 9999.9, 0, 9999.9, 0,   3.4,18,   4.5,24,   7.8,  17.5,   93.7*,  73.4*,99.99 ,999.9, 010000,
545110,99999, 20170629,   84.4,24,   68.1,24, 9999.9, 0, 9999.9, 0,   3.0, 9,   5.5,24,   9.7,  21.4,   93.2*,  75.2*, 0.00I,999.9, 000000,
545110,99999, 20170630,   85.5,22,   69.9,22, 9999.9, 0, 9999.9, 0,   3.8,10,   5.1,22,   9.7, 999.9,   95.0*,  75.6 , 0.00I,999.9, 000000,
545110,99999, 20170701,   85.8,24,   70.9,24, 9999.9, 0, 9999.9, 0,   3.1,13,   4.8,24,   9.7,  17.5,   95.9*,  75.2*, 0.00I,999.9, 000000,
